ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Size,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Physical Dimension,Pre-arcing time-Min (ms),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),SIMILAR_PARTS
a774,indicator chip slow blow movement 3a 250v smd solder pad 10.1 x 3.12mm ceramic tr culus electric indicator time lag blow 3a 250vac 50a ir surface mount nano,slow blow,,acdc power supplyhigh voltage dcdc converterlighting system,time lag,3.12mm,3.12mm,10.1mm,3a,ceramic,nano,e4,51.44j,low,250v,,,surface mount,surface mount,2.0,125cel,-55cel,10.1mm  x  3.12mm  x  3.12mm,,,10.1mm,50a,3a,250v,250v,,"['A976', 'A977', 'A978', 'A780', 'A804']"
a775,indicator nano electric indicator very fast blow 1a 125vac  50a ir surface mount nano,,rated breaking capacity at 125 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,nano,e4,0.441j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,1a,125v,125v,125v,"['A821', 'A823', 'A824', 'A825', 'A826']"
a776,indicator chip very fast movement 1a 125v smd solder pad 2410 ceramic tr csapseul electric indicator fast blow 1a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,1a,ceramic,nano,e4,0.441j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,1a,125v,125v,125v,"['A806', 'A965', 'A823', 'A824', 'A825']"
a777,indicator electric indicator very fast blow 2a 125vac  50a ir surface mount,,rated breaking capacity at 125 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,,e4,0.812j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,2a,,125v,125v,"['A777', 'A783', 'A797', 'A799', 'A828']"
a778,indicator chip very fast movement 2a 125v smd solder pad 2410 ceramic tr csapseul electric indicator fast blow 2a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,2a,ceramic,nano,e4,0.812j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,2a,125v,125v,125v,"['A810', 'A832', 'A830', 'A833', 'A834']"
a779,indicator electric indicator very fast blow 3a 125vac  50a ir surface mount,,rated breaking capacity at 125 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,,e4,1.72j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,3a,,125v,125v,"['A803', 'A589', 'A783', 'A797', 'A799']"
a780,indicator chip very fast movement 3a 125v smd solder pad 2410 ceramic tr csapseul electric indicator fast blow 3a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,3a,ceramic,nano,e4,1.72j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,3a,125v,125v,125v,"['A804', 'A907', 'A836', 'A837', 'A838']"
a781,indicator electric indicator very fast blow 4a 125vac  50a ir surface mount,,rated breaking capacity at 125 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,,e4,3.97j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,4a,,125v,125v,"['A783', 'A797', 'A799', 'A846', 'A946']"
a782,indicator chip very fast movement 4a 125v smd solder pad 2410 ceramic tr csapseul electric indicator fast blow 4a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,4a,ceramic,nano,e4,3.97j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,4a,125v,125v,125v,"['A816', 'A979', 'A846', 'A946', 'A947']"
a783,indicator electric indicator very fast blow 5a 125vac  50a ir surface mount,,rated breaking capacity at 125 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,,,4.49j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,5a,,125v,125v,"['A797', 'A799', 'A991', 'A604', 'A777']"
a784,indicator chip very fast movement 5a 125v smd solder pad 2410 ceramic tr csapseul electric indicator fast blow 5a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,5a,ceramic,nano,e4,4.49j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,5a,125v,125v,125v,"['A794', 'A798', 'A800', 'A891', 'A817']"
a785,indicator electric indicator very fast blow 7a 125vac  50a ir surface mount,,rated breaking capacity at 125 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,,e4,13.92j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,7a,,125v,125v,"['A855', 'A856', 'A858', 'A859', 'A786']"
a786,indicator chip very fast movement 7a 125v smd solder pad 2410 ceramic tr csapseul electric indicator fast blow 7a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,7a,ceramic,nano,e4,13.92j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,7a,125v,125v,125v,"['A857', 'A855', 'A856', 'A858', 'A859']"
a787,indicator electric indicator very fast blow 8a 125vac  50a ir surface mount,,rated breaking capacity at 125 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,,,18.33j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,8a,,125v,125v,"['A862', 'A863', 'A864', 'A962', 'A963']"
a788,indicator chip very fast movement 8a 125v smd solder pad 2410 ceramic tr csapseul electric indicator fast blow 8a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,8a,ceramic,nano,e4,18.33j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,8a,125v,125v,125v,"['A820', 'A862', 'A863', 'A864', 'A962']"
a789,indicator electric indicator very fast blow 10a 125vac  35a ir surface mount,,rated breaking capacity at 125 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,,,28j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,35a,10a,,125v,125v,"['A867', 'A869', 'A870', 'A790', 'A669']"
a790,indicator chip very fast movement 10a 125v smd solder pad 2410 ceramic tr csapseul electric indicator fast blow 10a 125vac 125vdc 35a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,10a,ceramic,nano,e4,28j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,35a,10a,125v,125v,125v,"['A868', 'A867', 'A869', 'A870', 'A789']"
a791,indicator electric indicator very fast blow 12a 65vac  50a ir surface mount,,rated breaking capacity at 65 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,,e4,47.59j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,12a,,65v,65v,"['A872', 'A874', 'A875', 'A792', 'A873']"
a792,indicator chip very fast movement 12a 65v smd solder pad 2410 ceramic tr csaul electric indicator fast blow 12a 65vac 65vdc 50a ir surface mount nano,very fast,rated breaking capacity at 65 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,12a,ceramic,nano,e4,47.59j,low,65v,65v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,12a,85v,65v,65v,"['A872', 'A874', 'A875', 'A873', 'A791']"
a793,indicator nano electric indicator very fast blow 15a 65vac  50a ir surface mount nano,,rated breaking capacity at 65 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,nano,e4,96.1j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,15a,65v,65v,65v,"['A881', 'A775', 'A812', 'A791', 'A861']"
a794,indicator chip very fast movement 1.5a 125v smd solder pad 2410 ceramic tr csapseul electric indicator fast blow 1.5a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 65 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,15a,ceramic,nano,e4,96.1j,low,65v,65v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,15a,85v,65v,65v,"['A794', 'A798', 'A800', 'A891', 'A817']"
a795,indicator electric indicator very fast blow 1.6a 125vac  50a ir surface mount,,rated breaking capacity at 125 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,,e4,1.122j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,1.6a,,125v,125v,"['A885', 'A886', 'A887', 'A796', 'A783']"
a796,indicator chip very fast movement 1.6a 125v smd solder pad 2410 ceramic tr csapseul electric indicator fast blow 1.6a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,1.6a,ceramic,nano,e4,1.122j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,1.6a,125v,125v,125v,"['A885', 'A886', 'A887', 'A884', 'A795']"
a797,indicator electric indicator very fast blow 2.5a 125vac  50a ir surface mount,,rated breaking capacity at 125 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,,e4,1.156j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,2.5a,,125v,125v,"['A797', 'A799', 'A991', 'A604', 'A777']"
a798,indicator chip very fast movement 2.5a 125v smd solder pad 2410 ceramic tr csapseul electric indicator fast blow 2.5a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,2.5a,ceramic,nano,e4,1.156j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,2.5a,125v,125v,125v,"['A794', 'A798', 'A800', 'A891', 'A817']"
a799,indicator electric indicator very fast blow 3.5a 125vac  50a ir surface mount,,rated breaking capacity at 125 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,,e4,2.3j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,3.5a,,125v,125v,"['A797', 'A799', 'A991', 'A604', 'A777']"
a800,indicator chip very fast movement 3.5a 125v smd solder pad 2410 ceramic tr csapseul electric indicator fast blow 3.5a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,3.5a,ceramic,nano,e4,2.3j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,3.5a,125v,125v,125v,"['A794', 'A798', 'A800', 'A891', 'A817']"
a801,indicator electric indicator very fast blow 0.062a 125vac  50a ir surface mount,,rated breaking capacity at 125 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,,e4,0.00023j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,0.062a,,125v,125v,"['A900', 'A901', 'A902', 'A903', 'A802']"
a802,indicator chip very fast movement 0.062a 125v smd solder pad 2410 ceramic tr csaul electric indicator fast blow 0.062a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,0.062a,ceramic,nano,e4,0.00023j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,0.062a,125v,125v,125v,"['A900', 'A901', 'A902', 'A903', 'A801']"
a803,indicator electric indicator very fast blow 6.3a 125vac  50a ir surface mount,,rated breaking capacity at 125 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,,,12.1j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,6.3a,,125v,125v,"['A803', 'A589', 'A783', 'A797', 'A799']"
a804,indicator chip very fast movement 6.3a 125v smd solder pad 2410 ceramic tr csapseul electric indicator fast blow 6.3a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,6.3a,ceramic,nano,e4,12.1j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,6.3a,125v,125v,125v,"['A804', 'A907', 'A836', 'A837', 'A838']"
a805,indicator chip very fast movement 0.08a 125v smd solder pad 2410 ceramic tr csaul electric indicator fast blow 0.08a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,0.08a,ceramic,nano,e4,0.00043j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,0.08a,125v,125v,125v,"['A910', 'A911', 'A912', 'A817', 'A850']"
a806,indicator chip very fast movement 0.1a 125v smd solder pad 2410 ceramic tr csaul electric indicator fast blow 0.1a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,0.1a,ceramic,nano,e4,0.00082j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,0.1a,125v,125v,125v,"['A823', 'A824', 'A825', 'A826', 'A914']"
a807,indicator electric indicator very fast blow 1.25a 125vac  50a ir surface mount,,rated breaking capacity at 125 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,,e4,0.9j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,1.25a,,125v,125v,"['A676', 'A783', 'A797', 'A799', 'A931']"
a808,indicator chip very fast movement 1.25a 125v smd solder pad 2410 ceramic tr csapseul electric indicator fast blow 0.125a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,0.125a,ceramic,nano,e4,0.9j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,1.25a,125v,125v,125v,"['A918', 'A917', 'A919', 'A920', 'A811']"
a809,indicator chip very fast movement 0.16a 125v smd solder pad 2410 ceramic tr csaul electric indicator fast blow 0.16a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,0.16a,ceramic,nano,e4,0.0028j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,0.16a,125v,125v,125v,"['A924', 'A926', 'A927', 'A925', 'A922']"
a810,indicator chip very fast movement 0.2a 125v smd solder pad 2410 ceramic tr csaul electric indicator fast blow 0.2a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,0.2a,ceramic,nano,e4,0.0038j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,0.2a,125v,125v,125v,"['A830', 'A833', 'A834', 'A928', 'A929']"
a811,indicator chip very fast movement 0.25a 125v smd solder pad 2410 ceramic tr csaul electric indicator fast blow 0.25a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,0.25a,ceramic,nano,e4,0.0152j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,0.25a,125v,125v,125v,"['A931', 'A932', 'A933', 'A934', 'A918']"
a812,indicator electric indicator very fast blow 3.15a 125vac  50a ir surface mount,,rated breaking capacity at 125 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,,e4,1.81j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,3.15a,,125v,125v,"['A783', 'A797', 'A799', 'A604', 'A777']"
a813,indicator chip very fast movement 3.15a 125v smd solder pad 2410 ceramic tr csapseul electric indicator fast blow 0.315a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,0.315a,ceramic,nano,e4,1.81j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,3.15a,125v,125v,125v,"['A938', 'A937', 'A939', 'A880', 'A784']"
a814,indicator electric indicator very fast blow 0.375a 125vac  50a ir surface mount,,rated breaking capacity at 125 vdc: 50 a,,very fast,2.69mm,2.69mm,6.1mm,,,,e4,0.024j,low,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,0.375a,,125v,125v,"['A814', 'A646', 'A686', 'A942', 'A943']"
a815,indicator chip very fast movement 0.375a 125v smd solder pad 2410 ceramic tr csaul electric indicator fast blow 0.375a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,0.375a,ceramic,nano,e4,0.024j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,0.375a,125v,125v,125v,"['A942', 'A943', 'A944', 'A945', 'A611']"
a816,indicator chip very fast movement 0.4a 125v smd solder pad 2410 ceramic tr csaul electric indicator fast blow 0.4a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,0.4a,ceramic,nano,e4,0.0416j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,0.4a,125v,125v,125v,"['A846', 'A946', 'A947', 'A948', 'A782']"
a817,indicator chip very fast movement 0.5a 125v smd solder pad 2410 ceramic tr csaul electric indicator fast blow 0.5a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,0.5a,ceramic,nano,e4,0.1j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,0.5a,125v,125v,125v,"['A850', 'A852', 'A853', 'A882', 'A890']"
a818,indicator chip very fast movement 0.63a 125v smd solder pad 2410 ceramic tr csaul electric indicator fast blow 0.63a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,0.63a,ceramic,nano,e4,0.121j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,0.63a,125v,125v,125v,"['A954', 'A955', 'A956', 'A817', 'A277']"
a819,indicator chip very fast movement 0.75a 125v smd solder pad 2410 ceramic tr csaul electric indicator fast blow 0.75a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,0.75a,ceramic,nano,e4,0.206j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,0.75a,125v,125v,125v,"['A958', 'A959', 'A960', 'A961', 'A817']"
a820,indicator chip very fast movement 0.8a 125v smd solder pad 2410 ceramic tr csaul electric indicator fast blow 0.8a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemgame consolelcd backlight inverter,fast,2.69mm,2.69mm,6.1mm,0.8a,ceramic,nano,e4,0.272j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,0.8a,125v,125v,125v,"['A862', 'A863', 'A864', 'A962', 'A963']"
a821,indicator electric indicator very fast blow 1a 125vac  50a ir surface mount,,pre arcing time: open within 14400 sec at 100% rated current,,very fast,2.69mm,2.69mm,6.1mm,,,,e0,0.603j,high,,,,,surface mount,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,1a,,125v,125v,"['A616', 'A775', 'A783', 'A797', 'A799']"
a822,indicator very fast movement 1a surface mount 6.1 x 2.69mm ceramic electric indicator 6.1 x 2.69mm,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,,,,,1a,ceramic,6.1 x 2.69mm,,,,125v,125v,,surface mount,,2.0,,,,,,6.1mm,,,,,,"['A827', 'A913', 'A966', 'A849', 'A894']"
a823,indicator chip very fast movement 1a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 1a 125vac 125vdc 50a ir surface mount nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,1a,ceramic,6.1 x 2.69mm,e0,0.459j,high,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,1a,125v,125v,125v,"['A824', 'A825', 'A826', 'A914', 'A915']"
a824,indicator chip very fast movement 1a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 1a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,1a,ceramic,nano,e4,0.459j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,1a,125v,125v,125v,"['A824', 'A825', 'A826', 'A914', 'A915']"
a825,indicator chip very fast movement 1a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 1a 125vac 125vdc 50a ir surface mount nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,1a,ceramic,6.1 x 2.69mm,e0,0.459j,high,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,1a,125v,125v,125v,"['A824', 'A825', 'A826', 'A914', 'A915']"
a826,indicator chip very fast movement 1a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 1a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,1a,ceramic,nano,e4,0.459j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,1a,125v,125v,125v,"['A824', 'A825', 'A826', 'A914', 'A915']"
a827,indicator very fast movement 1a surface mount 6.1 x 2.69mm ceramic electric indicator 6.1 x 2.69mm,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,,,,,1a,ceramic,6.1 x 2.69mm,,,,125v,125v,,surface mount,,2.0,,,,,,6.1mm,,,,,,"['A827', 'A913', 'A966', 'A849', 'A894']"
a828,indicator chip very fast movement 2a 125v smd solder pad 2410 ceramic cecsapseul electric indicator very fast blow 2a 125vac 125vdc 50a ir surface mount,very fast,pre arcing time: open within 14400 sec at 100% rated current,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,2a,ceramic,6.1 x 2.69mm,e0,0.53j,high,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,2a,,125v,125v,"['A830', 'A833', 'A834', 'A928', 'A929']"
a829,indicator very fast movement 2a surface mount 6.1 x 2.69mm ceramic electric indicator 6.1 x 2.69mm,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,,,,,2a,ceramic,6.1 x 2.69mm,,,,125v,125v,,surface mount,,2.0,,,,,,6.1mm,,,,,,"['A849', 'A894', 'A899', 'A953', 'A822']"
a830,indicator chip very fast movement 2a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 2a 125vac 125vdc 50a ir surface mount nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,2a,ceramic,6.1 x 2.69mm,e0,0.53j,high,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,2a,125v,125v,125v,"['A833', 'A834', 'A928', 'A929', 'A930']"
